hotel_id,stars
rv9d8AsX0H-dr7kYjmCZVA,3.5
gU1btpyxmBtdm3J54fd3KA,4.0
gfe0ijslocwd7TnSWpDnWA,1.5
eTq1QMbuDcLVtbjpJnOdGg,1.5
Dwj6-pePhXrFGFleglrerQ,3.5
OJiwQ8apzg8dSkxto3gOHg,3.0
my9U4MnmJpwBamKRiK3SAA,5.0
pUcejpQYh5J20dcUpYpaWQ,2.5
wnjPAjnYY0x5oiWgL2J0gg,3.5
kGafTsB9VhO7brGC2yju9Q,3.5
p_ngRK2eFQJ06qZ4Gmvb5g,3.5
jPs3_reHSqxpyC9jJvwR8A,1.0
BUBGQiHeHhLDALQm8Q4u1w,5.0
FuJkwO4muLeIxvDbBrja0g,2.5
jaqj3mc8bKjfrdJPt_Ww3w,2.5
K63HGWksgWmJfwyuxttPvg,3.5
lGE5U7IjpYsTyMJ-EhAS3A,5.0
mdgsCXvHQjLL7qo2rDNcmw,2.5
XSwBw87Y0110dNx_A9Z-ow,5.0
3loQVyfvPdhFWCxqLrg6vg,3.0
yCkBK7vE4KS80765vFE_OA,5.0
9PTfxZvt3bcua_-_h91FlA,4.0
Cb-2Vpy0AxLsrlhGeVtO3g,4.0
OMme3zv2aqE9Rjm7kcnItQ,5.0
mpQ_0oIoTBVOHoVq-qK7VQ,5.0
S9vlI9ss2fGm2jX2GjSKGg,5.0
rx3K_nuvP5HR5j0eays2Sw,5.0
u4zrfqoxGi9DYIIaOBHq6A,2.5
cpUaHzDC28rXaaZnx6L5pw,5.0
Ko6Mm93G30Du_20qXN5Ujg,3.5
B9oVPp3-WgllqBr52fxnPA,2.5
R1wv7_R7i8aCD1OluvoXzQ,2.5
kWhvzrnNtyCti-G06Va6Lg,5.0
BfLrIQnW44i0fY0Pl3BzpQ,4.5
MPHTTk4kA_qOHholB53H5w,2.5
9cw8KeZes7HWyN2GELwczg,5.0
-MmBTNSCabseXZG8cuU64Q,2.5
ijzRdo9P7KteoZCA3pGmzQ,5.0
cBpQ24_CQxZq2F3GRp35zQ,3.0
rhWKFS4VvGJSAP5USbaQjA,2.0
TsnQOkvoso5fUQijTTERYg,5.0
VYCKhqDijZYM-LCs9WMlhA,3.5
gKd1p0KFA9o7A_Gy_rx2hg,5.0
XmetspoI0ll2YpDrGTO1Iw,3.0
qt1d68Bg4RkbLz256gHfNg,3.5
-3wWjEQfVxRaCQG-PuKRMw,4.5
gmq0TfwzWtEGN93nJ2l_Mw,2.5
qDWGapa_v1gMIQtRQadjvQ,1.0
336FtObUcp8NdlgzAmhzdA,5.0
EgZSDP717gaWqBf-5UExYw,4.0
B9Iq4na4bJW5_KeQetEGXw,2.0
LdFFPKQzDKjbNVG5IF0Ctw,5.0
9mc0eZY_DIKqryuUf6tDfA,4.5
Jb0XB2HVoI9fJZrVwtOcXw,2.5
FqRCAcjt7RHuJUPmS5UYdw,5.0
FRxt8tiUfm2hUQZ3aSGBqg,4.5
4tM_2oiBeOeOcA1wKdYOlQ,4.0
f8TLpM04Sf9VnLGOMTXrAQ,3.0
IqUKgj5hd3iUdQX80kw47g,5.0
gySybE3zqlaY5KYsaSMgRQ,5.0
uxU1vr5AhhkTQ83X0bpeyg,3.5
sTXzcfl7F47TpERxOLHJYw,2.0
OAtG5YWSfqR10OmhHmDBBQ,3.0
mj3fk0qKlzoNF9LxwLvnzw,5.0
zmQetI0XrEZVr9u9s2coPQ,4.5
0n6OWHKgxdm8kZDtBYsUiw,3.5
FVrXEnXjp3jNunMcgvHTjA,3.5
kBLR-VoFUv7VdaDjepiRXg,5.0
5zXhhOV2n87RSs2mVQ6_1g,4.5
Rh5lpMMmz7oEsakuFtWkiQ,2.0
tl0pTqHb760qiNIQj9dtIA,3.5
MXWEZmuNPocFIdqfgkcDkQ,5.0
mZvZU__vxawwrdvWZ7jVjA,2.0
y_TZxMaXj1E6UK7DfsnAqw,3.0
fVGRwzBFz8LMRPV2gUPinQ,2.5
3HzHbB1T1xm_aEXgd_NlHA,5.0
x5hieVj5VhyFIqpUv3M92A,5.0
5F5fR05h2pxtmsFIsbpIjQ,3.0
amm1Ne68SCHDC-2eEgadbw,4.0
TmzjOWzS0ukEVsbKMiUNmg,3.0
XZhwie3jqmQrOjv5eJO8Xw,1.0
o35blWZPetV63aFFT53buw,2.5
2ZbAchT0mWGMQl_B2d2TtQ,4.5
jvXrhlDBWW5AMZly4YlWdw,5.0
wCtFALMRtlBqFSRAsrecEA,2.0
FQCVHtkLR0hc8o7fJEN0qg,2.5
Px6nQ8DtMy6gDylIdPNl8g,3.0
-EJZRlgLXORMaR_8XMRH2w,4.0
Zfh40A7rpiTZi0YZndWUXg,3.5
MsWhjiyg2_gsgEb2CBKejQ,5.0
tmt1PtSRqg_dc0n7drYlPw,4.5
PNwE5JX3M6qw8BjyQO-IDg,3.0
5vCb4-q_I0xAEkcqpSh-_A,3.0
Gq2zuKjL2Tkq5TEdGr0IKQ,4.0
nywrw4bVZ5NXr4kUv247Zw,3.5
w3P07vQtizAE1bdodMnoSA,2.5
p3l3WnIfrpZiECjGXgeC5A,3.5
rXDoILifLVnl18IZplprEQ,5.0
WNDJ-w5uwhKrDuunk1QJiA,4.0
D3cPAGUNUZOzPE2DkKPkpw,5.0
Jg3z4A7moA3Oh0df3ll7PA,3.5
2PqPoAF0tbkcy-J5Du4sMQ,3.5
lIzL3PTnDIEBCH7Pi2nzUg,5.0
dJwFnxKc59zHAJYqeKjL5w,5.0
bUk2R7nhVMtJJs0cTub1xA,5.0
6CN8ZpKNOUJrKIHLohqvAA,1.0
AWvzUvs8h3z6pqb_3y9L5g,2.0
laHzf0jyBVxecqqTzeWW8A,4.0
PudegqtSCABZTjmk-qyQXg,3.5
lMCbVNMAy3cLoaUQHFxBBw,5.0
tkUmTk2mRqMmLoVrkZ86gA,5.0
9nkl_Z2_ztPV8_uGVL6gdw,3.0
tc4mv9J1FiSUEFHh9opCVg,4.0
i9wxSCsXYlpxMf_xSJahKw,4.0
9nRLpwAOBhMfQZGzEj5UeQ,2.5
jJ3yspFhG3ixQVOzAkDJdA,4.5
p5ZqK4CA22C8ArSw9N1Vdw,5.0
dNqGe41LcgctWZbV5uerog,5.0
j_cIwkAZCq-ssTF28sEP3g,5.0
7CB5wmchiaC2xKdc1eLT5g,3.5
IUHv7Jm3GdCSYyz1A_7VVA,4.0
y-13Z4RrSXOtW-p-h6gpyQ,5.0
qOgbq3EO8X7NaETWA1Tcmg,4.0
Hyz5P5XOMHJqBbtee1_6zA,2.5
S4llDh8U673kDqT5QDSopA,4.5
6_1UI1KpxBFIi0pkRg04OQ,3.5
HGBmtJ-eiLok7sVZUBbIYg,1.0
R98qCOpUFjvNT7_2UruoDA,1.5
4BFU5XideMZGFelzjrt5xA,4.0
yL1ks2iBmRSahnPrcAJzlQ,4.5
VFkOmTy0o1OPuO5OfRjNEg,3.0
mfhTOzsHShrvfa7DzTIDPA,3.0
zisEfGMx3nLRXlMPxCYWZw,4.5
tiFevYR9YxQAOHmLhQBsSg,3.5
jF1P90JhgfwgDlfqJynKfw,4.5
I_lbYYdGqO1v9iaePemanQ,3.0
8jSyFQgz2lCaqB9XxV0XIA,2.0
h6KKSRyFJmSY6mU0cdT4Gw,4.0
WhXlv34bw0-112MqSPmCHw,3.0
M9DM1ktbW-TB7nXu3Z4RDw,2.0
KAfsa4BVMyYuKv4vtICY0Q,1.0
DdBgnar5lHzWEbYIamHKQg,5.0
G9r8bucB5qq4kEflGukyTQ,3.0
g0kZfcAVEZVyWtuJD1AUBw,4.0
fwNr_6LawnOGByoh97t2qg,5.0
r3lds-_5dDOL9W5xeu4A0g,2.5
jXRLEnVaPj5ngVT2AYUwSw,1.0
WMNk2z-vwAstchaM_HCguA,2.0
7gJOOd6htSMUUxJ2LDMTwg,5.0
iUbDIvZ0FuATXmnCkk0KeQ,3.0
HG6vylcjgfgTCqmVmKaNVg,5.0
MtRjZISN2IpBzAv74qRTow,5.0
0-JwlzWfofVS2ma1lL151A,4.5
NxOVSWeyqpa129kTfFpGrg,3.0
Mn-LKQhgW_pSkphFYrkKng,3.5
I7zqTZwOuCRKVTpfOvSJGA,3.5
hg3fOkABDBDFHMVGijOOhQ,4.5
QgHj9NwIuxEJa0aVjF9esA,3.0
YHcR9CtzplGrB6eKujvwuw,1.0
ljbvpMmzZc0MVx8g3Fy5hQ,2.5
oDz72mVeyKe59j28YmG8mA,4.5
l5YeZWi6X6NFgIEC8-jqtg,3.0
YYA6S8d3BmrltJgnUi1Y8Q,3.5
AmiDhMrl88fgiCk-aIapjA,5.0
y1emLQKJei2wfebq1y9DYw,5.0
Y8KeJZjYvuN5t0GMyTFyhw,2.5
bghaKcuM3a3pnUWzq4NEbw,3.0
e3N1SLaJfglvBHZsaPTh-A,4.0
hLJMEO0tedRf-M4txUBGxQ,3.5
CMCM2wy9NxFdUmW4FYR_ow,1.0
-GkXrgdeRSn446BY8XrFYA,5.0
G3DiBiEirNbyZX6a7Sib1A,5.0
DFLDES8UGvAxxEhhe157KQ,5.0
kGlieImAjJKavh5HLwGgFQ,1.5
Lz6YPnHx_Y1NAXsgulCGZQ,2.5
1XsgDJUjnlQO6hbVMQF8EQ,2.5
YJJdtcoHnt60_qBO0lIhJw,3.5
TteyY0SmpELHkMROR6s7Vg,5.0
UYGohSjRYZo45KSk-BLBFQ,4.0
F6Lelkd57qWO3nFPHZ1ATg,4.5
xnyRLRvADRRWpCnQXdSOKw,5.0
mILLgPTWueUh6CJOwLGdDA,4.0
GNbt4zOe7QPWrvxNkP4Wug,3.0
wRuOK83fJYBHnAflnpTEFA,2.5
zMBe-8wcodS61pVL2VdQ6g,5.0
OTbxVbeJj1zbJCE-TcK1tg,3.5
DihQ-sO_mByt-2j8cVRe2Q,3.0
2Ezp_HYCIVE-h7hpBBvtxw,4.5
IZfO2SWtCd-1wQcl_6LKaw,5.0
xFLDG3KHXaxYo2X-oXdAEg,1.5
9I-B9X7nUJWTqERimx_YRg,4.5
1VF7Ut-NcYyHQA5GQZnDSg,3.5
VyZuyPnFMVoK_1w-UGqAqQ,2.5
V_zAqovWBwuGLVc-S38-rQ,3.5
MlIQON0U5-nFSiVez2mT4Q,5.0
-64YsJzeTVvOaFDRdU_KxA,5.0
h3oVNfP_zoNydnaHiHrzZA,1.0
5P4SP21r6aRWPeWeac2M5Q,1.0
YiFCHXw7oZQg53oM3e0R4g,3.0
jX2XlU-XzAuKFZBtqC21-Q,4.0
tAFLrXgvxSpqxOT8C7sxfQ,4.5
egTHRdG8swb6tMtAQ00o4g,1.0
NTvjpRF938GEM1N65SaKJQ,4.5
qVTVxVaGXG1O1l1gHE0U6Q,2.0
FPyJdu2g968RZQgcRG9IYA,5.0
QJTGCknb9MLzzjJvjPwCyw,5.0
vE5_WwToI4gaJj5tN-MhKA,1.0
VrabZ2O0AyMAXeW2KBtrgw,5.0
DWxjrsdcEa0wLNp2LReJaA,4.0
2vQGEfAj_8JXIjNO_Q-EpQ,3.0
3buPFDqdstemNGAGHDWPaw,3.0
pAQ9pzBBPEgh9NjnrRmVqQ,2.5
Cmzaro_1z6FA8P1evauSEA,5.0
WuTfKVz5g5cM2Cq5UD0Nxw,2.0
BpgpkkwfWTTGIOIQSdrwVA,2.5
IjINx2914vAYIT61wSFdtQ,5.0
LdmQdXezruA5LaKAejIu8Q,3.0
NQxLpbCDjxHxrEmQXco4pg,4.5
-DXkzUUoi3HvD-YSfOormw,3.5
SOnegvmRdViMLz3n4pxwlQ,2.5
uk_rRaldyd7EVmh_Vfuhjg,2.0
wiAZ-GXNPCD2LcCQbysSNg,3.5
-KODNX5anLVgQ1jkPPlIQA,3.5
wvRCAK1CURApmlpPqfpUvg,5.0
eFy2g05paWWtTQa9pyY68w,4.0
XsohKHTQKpzOIpNfb8xVCw,3.0
eSkdZvn6Ij8PU8Ip5vtwVQ,3.5
f0ZE8gyEPhcjPnS3A-r_xw,4.0
sv4z4xnVK_rFxwFYZdWrcg,3.5
uYcKN4P7C644e5Ficdh4xA,5.0
jVEZ8XkN3DiNk5AL8F9UGQ,2.5
f-TrhMT7pez-l0tNM6xBNQ,5.0
YTIuY-8reM67Dfnn0-UtjQ,1.0
4Tl5LKMufsBN41FdjwSY8g,2.5
_TN6TxIyAttFwanTxQyRmA,5.0
yF8Fp7FQbYLiNalVO-nV-Q,5.0
76qln1pxUwCrBaCmkYWSOA,3.5
TWn5LgJz2YasitcULOC5hw,3.0
U9h73hg0GS6yHFIF7iJ65A,4.5
Yrbg_vWglchCo_wH4qtkow,3.0
sarwxzBKjtEfeIUsESl71Q,2.5
zweHCk5YtXJ0wzyedF_nWg,2.0
EzOJq5oHSFtqywkfjz2xdg,3.0
Gf5aDGXZFSca4RQQ0-rT9Q,3.0
xXpa-0TheCB2E0dy05oZ6g,5.0
gLbutKY5PreXkXsuMNersw,3.5
DtwqdP1M9lkB6dcC-4HTsQ,3.0
_IjThBuM6VUkO-DPc0dWDA,5.0
k5AozqF16JrLRpmhvB_tVw,2.5
NxeNSglttC-QEgyPVp8ugQ,3.5
c4qfj9JCyupoyahGmqqJ_g,2.0
7KaTMau7W0H6Go3XmiKteQ,4.0
hjmLuFfcv9kcj2ewTDRW_Q,3.0
mL26umMxpsd9PdHcxJYn7Q,3.0
BgMJ9JLsG053y-LZzpKBIw,3.5
4IJDMXVd680HOppsuBAewQ,5.0
e1WMgl7oH8SaedevYJTBLw,3.5
PHnmfmUk9ED0fiH0PiFi5g,3.5
Br9q5coTAvWiIELADsDLuA,3.5
1f6wWD3iud8auBlYkQ9STg,4.0
8U2qB5NmJ0VeyPY3P1AzSw,3.5
zbgniGsw-fCx3GFBI5Vxng,2.5
NdPI3aAaFjnkcMHBttx5jg,4.5
D6u1NnDwoIVkGaWfDnxHiA,2.0
Z2hBe8vVu1LWavWMt0_NjQ,5.0
RGG5neIc_3YDCMsD5VebrQ,5.0
TUllaA-NffkZW1dPl-d5Sg,2.5
AtLmWF2S5J90JTshyWzT0g,4.0
IUXT7UzVHnZmwMW3Kd2tVw,5.0
nGCkc0Pr0TK11QAlXmofAw,4.5
QE-ylVpjbEqhVcJijjVmKA,3.0
RNR2CPK-S5jHinhrf9EMpg,3.5
fE_gCGRk7pSBG-5hxJwVxA,3.0
QTrngRQHN8uvmIfYxxQdXg,2.5
RCjjb69cO7ARVM-eGhKoFw,5.0
1J-2AGWYyCRFNgiMvKKzCw,3.5
RqmA6Dsya4FmksZpWMYrcQ,3.5
nlHT-at0xZBZ6i1Nf3KFKw,4.5
1JbguA0XyOPgL7eteRrJYw,3.5
VbU_eZY9ri-TZ_WnV5CzaQ,5.0
_jhWVxhU0WfJl_Wb1OdcUg,5.0
F6yO4dS5jMyotAtCy6H2Gg,2.0
Ys7E_nJL2w1RKx78NdQN8g,5.0
ABc-xuh5oKuoy9MWS1QOEw,4.0
0CDoQgMhdioB4C7D6V2uGw,2.5
lCZ1pvgb9i3c2y55XalbhA,3.0
HyS0GqyhCddeeTOSWEJArA,4.5
bpvv9BpcTlkLeMbYSQZDsw,4.5
SFqrRLRhC1o3s7JO-IfBog,2.5
UhskWOxPc442p9xpi0f6CQ,2.5
xv1M-likUOBQVf2HpBON4A,4.0
pok5GF-D9Ur8VIl200PQMw,2.5
Wc94kBgappa9fz_2Pwez7A,2.5
nPRJ77_XxIegTS-UFy6DxQ,5.0
4yFQdkzZ0hXgy1X3N-w9Hg,3.5
ZVJZiKijLar0qYsrlnnMPQ,5.0
9Q7XKIM4BXyjC1pwE_gJAQ,4.0
eFYA6LnRstY7yT7Vu0hR3A,3.0
NOH1MGFCDBblP5N8TgCXUg,4.0
mmtjbwUUjw266ulkEnRX3Q,3.5
GAigcaAJOcy3xuEGWtyrPw,4.0
vNHSpy-0vH7zs9jamj0vXg,3.5
_BeUNH6PwLfAc8ecMvaK0Q,2.5
qH2YHLOyRb8iX5Hd39JJMA,1.5
uWamLPJk6tZgZjXOrNfFkg,2.0
SFQoskuZUqrNXAlXvp33CQ,4.5
Dtw2wHUkff_yYwGASXDMow,3.5
82rKQrg2U3un-Pp7uFbiqQ,3.0
DJZPAmCQCtK52a4bXLdWMg,3.5
8RIlraPD8cM2fYNCT1dilQ,5.0
AIOFEc4OJyocfYMLHe6eow,1.5
2Rp-VRhPNr98ZxZyfHjeuQ,2.5
4TIgLfXMP23Csm0HVU6g3w,5.0
YVSVIMAeHS3zDkP4E7skSg,3.0
vkqrtebN1zjiY5bBso3H_A,3.5
tLD0SoZuNyfAYzEPZ_mCuQ,3.0
wTvh0vh7P0HHzq8zZrWsYw,3.5
b05kHzla9l3NWdg4zban8A,3.5
N2G7ySm6R-jYrHvDAV2Ndw,5.0
Bb5A69MlFdyoMM6Be0dkng,2.0
RoRJsEajm3nSLD18zs3VAw,3.5
JPAHiOjfSciadpncSiuRJA,5.0
qp8ZMqt0rTNH3Z8uZm_swA,1.5
FwurRmzNTFqQsMRBVybq0w,4.5
7Ihurc3XdgxuZU47L2t-zg,5.0
GT9GatKG97RhQo0BqvaKaw,4.0
dOy_2_i1-mPw2mKnIZ3eiQ,5.0
zmJxa1DtpyGcf6D1pXjORA,3.0
9I4_JeWlqkRyhhulF2cjiQ,5.0
j2X2R6nBhxkXpZC15PwQQA,4.0
C5uD7w0AX0ypOtVBk_lD-A,3.5
3O5nZKcnly1S9wdjPYDMUw,4.5
SaD_f-Cas9TE3hs56dRjeA,3.0
8fSAizrTX1Hc0rWw6WLwSg,4.5
MIqNOf0Vr2Xx10EBjvtaKA,5.0
GMeHe7xdj9_f27HBO8KxLA,3.0
ptmUWZQBTgCjKyN3lN0r4w,1.0
yhbZ_7tTFuElf5iH9hVFdw,3.5
Dy3CZvibDHjJlgcCnUpXig,1.5
ZnetOdWZGjVoS9S5BaAWSQ,5.0
UjQz97Y7r1w7NrpEPSCNxA,4.5
mmB7aFsF_zpGdMaiqRCF2w,4.0
qeL9Nm5KIIXgG01dguJepA,5.0
AI7OupGT468boUjdGHfecg,4.0
GTyAOrJVBKtgkACH0dOKtg,4.0
6T7KL9PQGm9u1xsc6WSdGQ,5.0
f0Skonow_wVXDVReYaBFjw,5.0
-XpYtY5L0Q274ImwonBY-w,1.5
Bel18UpKJtt44aUqsbaL-A,5.0
pmXjwMe_3fr3TTEbQ1L_iQ,5.0
qwJ-fonVCQ7Te40WmrJ78w,5.0
FPAYaxwYtzyT5T3CZ1MdNQ,3.5
ExasaRu7aWCd0ILlicbxFg,3.5
Q_AhULkX16SlEVkKJsNKIg,5.0
CVxj3s21zp852Mj7aWAR6Q,5.0
BZwugy7iqoTKxS_4QPQhgw,5.0
WoYniGlJG58E9Yokb18GLw,5.0
og3pzv_PuT9cSYbiYzoB2w,4.0
V-PUTZNzNAp3RhNFbJHINQ,5.0
-OZX5XQZk7q4qQ3SMSXsPg,1.0
XcHvSNZzwnk4ThiTnYH7ZQ,3.5
mgb08Yj4A9GHnDuqVwbU6g,3.5
PvaZbCMrU09xK0t4I0qKXg,2.0
FvoT8lQGQ4I4zg9T_dufbA,3.0
BbL4dqcfogPoqI5XZbdULw,5.0
4SEw7hgXqgW74m0dwhGJ7Q,5.0
bPIrL_zgw-Q_vnpmRAA8Lw,3.0
Xrd1ZBG6ru-s7r5xT0G68g,2.5
wYgSafshbu0JpKh-LiPisA,4.0
Fu_8OMPj2O9xQZkzvbCH3A,5.0
YOEg4rm4-ZZYHTvvh6mWZA,2.0
dIfMXxVukdQAzwDy9-1KFw,3.5
iIDFPDvOs0SGTxRdgP2dQg,4.5
Vj7zvmZ7wfbfCUopsiU56w,4.0
UwkhhEGeLtoQOT4A8WzAfg,4.0
ru_x1mkdpZSNBgCMCoXUVw,4.5
aaKBdwiII2LXlWAqu6AK1g,3.5
e5HHNtD7gvZ4WM037zYuKA,5.0
LXgUE5Wt4jqnGcL7YP231Q,3.5
HmZJ_I-f01rdCYmgcCpaIg,4.5
hXglMC0lfAsuIvis-9BrPg,4.0
SRQp4zJv090ANRc2vWa6jg,3.5
bwwU2Z-Ut738iAi7aQd0aA,4.0
MniPeuan323ZSSEENT9CrA,5.0
OjU0UVZ9QV_cTL1ipdVsIw,5.0
1wvXEL679JbB0c-XAUmvyg,3.0
_bsPdcjCcidLpbhcmIvDSg,5.0
HGh5Cs_Vo1lnHZcMBE9Dmw,5.0
RQLtG9VxwPPUMNGqN4T0Yg,2.5
rcU19d74vqfScCvsU-A--g,5.0
V-46YkF-row1Ja9pQvKfCw,2.5
EY37X3ESjNu14g9Xe4lyFQ,1.0
E8mQh9oHxcPUeoi_tsOW5A,2.0
OqWno48bQEYMCUxnMTSa6A,3.0
PVYlpqlcfaT1EZ4A1xiMCw,4.5
Nmbgj8fjHcu1ffu-utLgTQ,2.0
S6185mqOFmxuPiezVnSJfQ,3.0
LL9zcLFYIAsGcKUEWZx24w,3.5
SyjlUx5wOdTard4UR5CUCQ,3.5
MBUs1rN3YksnDY1BYZIcoA,1.0
V7fR0fI7CsIxQ3pXj03j3Q,4.0
0-cZ9XfpC3vsLotOJ6Nxfg,3.5
1uU4Y-NZPjORVj1__VI5hQ,1.0
6UjC8B-WvhsuiTrIeVqHnA,2.5
SoKfpX7XOwwcfFaeJvoOwA,2.5
SR1KAW9PqWkw5gzK9ykxOA,2.5
NOkG_m2AyztLzHrPFnG35A,4.5
ZH4hcnHx1u7HYkdPE-IWag,2.5
RDHH5aVSsblGfOf17P2Tjg,4.0
qP-wKnRAGLXzUY10JNyDyw,3.5
sLYwsZ0OTTmvo03aNZ1o0Q,2.0
TTx0c8qfEJBhSQEegptADw,5.0
No4J94dnQdk33zE8rBfuIA,2.0
zhLGk7JvUohrBnaBnebP1Q,4.0
ZCz5QTWvk8BtkBDiR0ZZhw,3.5
De_NhmnvwJeoh4gDg3UWgg,4.5
MrlNl43mM8Y259tKzMj4Mw,3.0
mNAtCnk43VLaOQSw1uO6og,1.0
vm53Hz71RVjL16kgwWsU_A,5.0
GTx0fmIQww704DuyXcKXeQ,5.0
Op0n40WLc7m_-VqcOFXcrg,4.5
pZheA6S-JPT7v_H444D3RA,3.5
kDTV4jXmrjaeZAilJIS97Q,1.0
fkHzbhY7xUnH7K2X9ALLEw,1.0
8nVQovwezwviIK0Y7TjOZQ,2.0
oFseXpQzaAE3_Fco0fsMDQ,1.5
Fbudk6ffw8DlLwKwunilZA,1.0
Zg-yHfEik1zwfuTlHImixw,5.0
4L2NiXsJeiDozwZw-06y4w,4.5
a2dOdGkaaqPHqe8y1UPyMw,3.0
_BUMxpPB-M6GP34OJyUOwA,2.0
Al6Rj6tGbJouMbK7M-Iopw,1.0
0wESpm9AIh0bGGd1VX_iiw,3.5
MVqn5n-gM5sLIaY3THQYiQ,3.5
UOyI-9-1xg9cwVz2zINvWw,3.5
u3dkRcKxeE-uTu5bpTPr2Q,2.5
cZRNvTq0bmvC9WViv_XhIg,2.5
PXdxuGvbSQCqZTGf_-0Qdw,4.5
2qTYTSTCRja3wSQMYbRHAg,3.0
z2OuLDLN7qk4YlWofCmJUQ,5.0
QJgQXmJcu9Xh1TGM6bvNGA,5.0
Q6hT0WNClXaXK--fO-pEyA,5.0
7um1XMhoRUnsbefMB-Zxdw,5.0
RTuNuv5AzVRQwtVMexzjHg,4.0
GYJSOIIw5jheze2eZC45og,5.0
dxKZM2DlEI78ca0Zvmgl_g,3.0
zxi1WSAHYvbn6_shovaFLA,1.0
NZZg5nLi2J3ldQt3Wil4PA,3.5
Yivtes-QkcC6Yk2dVrr8Mg,5.0
siFCEoRRDSmLN0RCvdV74w,2.0
DQrLdmHqmG3Gpnj5bj3DNg,2.0
2WEsQiUNph7VHrqxCOIfWg,2.5
GIWwKmiINkcLPNCEz-b-Ew,5.0
byYbmnfna-uxrNFIdJUiCQ,2.0
